,short_name,age,nationality,club_name,overall,potential,value_eur,wage_eur,player_positions,release_clause_eur,team_position,contract_valid_until,pace,shooting,passing,dribbling,defending,Forward,Mid,Back,GK
6046,A. Kulušić,34,Croatia,MKE Ankaragücü,69,69,400000,11000,CB,800000.0,LCB,2021.0,56.0,35.0,56.0,43.0,69.0,47.90909090909091,55.0,67.5,9.4
6047,Alberto Perea,29,Spain,Cádiz CF,69,69,1000000,14000,LM,2200000.0,SUB,2023.0,74.0,66.0,64.0,72.0,31.0,68.45454545454545,66.0,49.1,8.4
6048,F. Kroos,29,Germany,Eintracht Braunschweig,69,69,1000000,8000,"CM, CDM",1600000.0,SUB,2022.0,59.0,63.0,66.0,69.0,66.0,67.18181818181819,68.2,68.4,11.4
6049,Unai Medina,30,Spain,UD Logroñés,69,69,825000,4000,RB,1300000.0,RB,2022.0,75.0,57.0,58.0,61.0,66.0,60.27272727272727,62.4,68.7,13.8
6050,M. D'Alessandro,29,Italy,SPAL,69,69,1000000,500,"LM, RM, RW",2200000.0,RM,2023.0,87.0,62.0,61.0,73.0,37.0,67.36363636363636,64.8,50.4,10.2
6051,P. Abrahamsson,31,Sweden,BK Häcken,69,69,675000,2000,GK,844000.0,SUB,2023.0,36.5,37.5,18.5,30.25,20.0,29.0,28.0,29.7,68.6
6052,G. Gardner,28,England,Birmingham City,69,69,1000000,9000,CM,1900000.0,SUB,2022.0,54.0,67.0,69.0,65.0,65.0,66.18181818181819,68.6,69.0,11.8
6053,M. Formica,32,Argentina,Newell's Old Boys,69,69,825000,7000,"CAM, ST, CM",1200000.0,RCM,2021.0,71.0,68.0,68.0,73.0,40.0,69.0,67.2,53.8,12.8
6054,Marc Mateu,30,Spain,C.D. Castellón,69,69,1000000,5000,"CAM, LM, LB",1600000.0,LM,2022.0,66.0,66.0,71.0,70.0,65.0,68.72727272727273,70.0,68.1,11.4
6055,A. Gonçalves,34,France,Stade Malherbe Caen,69,69,500000,4000,"CM, RM",875000.0,LCM,2022.0,54.0,49.0,67.0,68.0,62.0,62.54545454545455,68.2,69.4,10.6
6056,A. Traoré,30,Ivory Coast,Melbourne Victory,69,69,825000,5000,LB,1000000.0,LB,2020.0,72.0,51.0,63.0,65.0,63.0,62.72727272727273,66.4,68.1,11.0
6057,M. Álvarez,28,Germany,Cracovia,69,69,1100000,6000,"ST, CAM, LM",1500000.0,CAM,2023.0,67.0,73.0,70.0,74.0,33.0,70.45454545454545,68.8,51.9,11.2
6058,M. Coronel,31,Argentina,Gimnasia y Esgrima La Plata,69,69,775000,7000,CB,1100000.0,RCB,2021.0,50.0,44.0,50.0,49.0,69.0,50.72727272727273,53.4,65.0,10.6
6059,N. Backman,31,Sweden,Aarhus GF,69,69,775000,6000,CB,969000.0,RCB,2021.0,53.0,50.0,51.0,50.0,70.0,51.72727272727273,54.4,66.1,11.2
6060,D. Blacha,29,Poland,VfL Osnabrück,69,69,1000000,7000,"CM, CDM, CAM",1600000.0,RCM,2021.0,68.0,60.0,69.0,72.0,61.0,66.45454545454545,69.0,67.1,10.2
6061,T. Schick,30,Austria,SK Rapid Wien,69,69,1000000,14000,"RM, RB, LM",1500000.0,SUB,2022.0,72.0,65.0,66.0,68.0,64.0,67.54545454545455,68.4,67.8,13.8
6062,A. Soiledis,29,Greece,FCSB (Steaua),69,69,875000,8000,LB,1200000.0,SUB,2021.0,71.0,51.0,62.0,65.0,66.0,62.0,64.4,68.1,13.8
6063,V. Sarı,31,Turkey,Antalyaspor,69,69,775000,8000,"CB, RB",1600000.0,LCB,2021.0,63.0,54.0,60.0,66.0,68.0,62.54545454545455,65.0,69.0,12.2
6064,Flavio Paixão,35,Portugal,Lechia Gdańsk,69,69,475000,5000,ST,641000.0,ST,2021.0,68.0,68.0,65.0,70.0,34.0,68.81818181818181,66.6,52.4,12.6
6065,M. Jacobs,28,England,Portsmouth,69,69,1100000,7000,LM,1900000.0,SUB,2022.0,79.0,66.0,67.0,70.0,48.0,67.9090909090909,67.8,59.6,12.6
6066,Javi Ros,30,Spain,Real Zaragoza,69,69,975000,5000,"CM, CDM",1600000.0,SUB,2023.0,70.0,65.0,68.0,65.0,62.0,66.36363636363636,68.6,67.9,11.2
6067,D. Contento,30,Germany,SV Sandhausen,69,69,825000,4000,LB,1300000.0,LM,2024.0,55.0,46.0,64.0,69.0,70.0,60.72727272727273,65.2,69.0,11.8
6068,E. Bashkirov,28,Russia,Zagłębie Lubin,69,69,925000,5000,"CDM, CM",1200000.0,LDM,2022.0,72.0,60.0,67.0,64.0,64.0,64.0,68.6,67.8,11.0
6069,Edgar Costa,33,Portugal,Clube Sport Marítimo,69,69,650000,5000,RM,1400000.0,RM,2021.0,68.0,69.0,67.0,72.0,46.0,68.72727272727273,67.8,58.4,12.0
6070,A. Turan,28,Turkey,MKE Ankaragücü,69,69,900000,12000,LB,1800000.0,LB,2021.0,72.0,58.0,67.0,67.0,64.0,64.72727272727273,68.6,68.1,11.8
6071,R. Millar,38,Chile,Mazatlán FC,69,69,325000,5000,CM,553000.0,SUB,2020.0,46.0,67.0,73.0,71.0,63.0,68.0909090909091,68.6,66.2,8.4
6072,C. Lampe,33,Bolivia,Always Ready,69,69,575000,500,GK,1200000.0,GK,2024.0,30.0,34.5,18.25,30.0,19.0,28.272727272727273,28.8,28.4,67.4
6074,C. Diandy,29,Senegal,Sporting de Charleroi,69,69,900000,7000,"CDM, CM",1400000.0,SUB,2021.0,60.0,50.0,63.0,66.0,69.0,61.36363636363637,65.8,68.8,11.2
6075,C. Fandrich,29,Germany,FC Erzgebirge Aue,69,69,1000000,5000,CM,1600000.0,SUB,2023.0,78.0,56.0,67.0,73.0,52.0,66.54545454545455,69.0,62.0,8.4
6076,I. Paurević,29,Croatia,SV Sandhausen,69,69,900000,4000,"CDM, CB, CM",1400000.0,RES,2021.0,49.0,56.0,60.0,58.0,68.0,58.54545454545455,62.6,67.4,13.2
6077,P. Testroet,29,Germany,FC Erzgebirge Aue,69,69,1100000,6000,ST,1700000.0,SUB,2023.0,64.0,70.0,56.0,64.0,38.0,66.36363636363636,62.0,53.7,13.0
6078,S. Araujo,28,Argentina,UD Las Palmas,69,69,1100000,6000,"ST, LW",1800000.0,ST,2023.0,74.0,68.0,63.0,73.0,33.0,69.72727272727273,66.6,50.2,12.0
6079,M. Bourabia,28,Morocco,Sassuolo,69,69,1000000,15000,"CM, CDM, CAM",1700000.0,SUB,2021.0,59.0,61.0,69.0,71.0,63.0,66.81818181818181,68.6,66.8,9.0
6080,T. Bradshaw,27,Wales,Millwall,69,69,1100000,8000,ST,2100000.0,SUB,2021.0,78.0,68.0,49.0,68.0,30.0,67.0909090909091,61.8,49.2,13.0
6081,G. Garza,28,United States,FC Cincinnati,69,69,900000,4000,"LB, LM",1400000.0,SUB,2020.0,70.0,54.0,65.0,67.0,67.0,65.0,67.4,69.0,9.4
6082,Álvaro Arroyo,31,Spain,Albacete BP,69,69,775000,4000,CB,1200000.0,LCB,2021.0,72.0,27.0,55.0,53.0,69.0,51.36363636363637,57.4,68.7,11.0
6083,S. Ciss,31,Senegal,AS Nancy Lorraine,69,69,750000,3000,"LB, LM",1300000.0,LB,2022.0,77.0,61.0,62.0,66.0,65.0,66.0,66.2,68.7,10.2
6084,J. Corona,29,United States,LA Galaxy,69,69,1000000,4000,"CM, CDM",1500000.0,LDM,2024.0,68.0,60.0,66.0,71.0,69.0,67.63636363636364,69.0,69.3,10.6
6085,J. Madueña,30,Mexico,Guadalajara,69,69,825000,19000,RB,1400000.0,SUB,2022.0,78.0,47.0,68.0,74.0,62.0,65.9090909090909,69.0,68.1,9.4
6086,I. Cofie,28,Ghana,Sivasspor,69,69,925000,8000,"CDM, CM",1900000.0,SUB,2021.0,67.0,58.0,63.0,63.0,69.0,63.81818181818182,66.2,69.3,9.6
6087,Yohan Tavares,32,Portugal,CD Tondela,69,69,675000,4000,CB,1400000.0,RCB,2021.0,59.0,39.0,52.0,52.0,69.0,50.09090909090909,55.2,67.2,12.4
6088,K. Mokotjo,29,South Africa,FC Cincinnati,69,69,1000000,4000,"CM, CDM",1500000.0,SUB,2022.0,66.0,49.0,65.0,68.0,66.0,63.54545454545455,68.6,69.0,11.2
6089,T. Beermann,29,Germany,VfL Osnabrück,69,69,875000,7000,CB,1400000.0,CB,2023.0,46.0,38.0,45.0,43.0,70.0,45.27272727272727,49.2,63.7,14.2
6090,B. Megyeri,30,Hungary,Göztepe SK,69,69,700000,9000,GK,1400000.0,SUB,2022.0,38.0,36.0,17.5,34.75,12.0,27.0,27.6,25.4,68.2
6091,B. Balaj,29,Albania,SK Sturm Graz,69,69,1100000,12000,ST,1600000.0,RS,2021.0,68.0,68.0,49.0,65.0,26.0,65.18181818181819,59.8,45.0,11.6
6092,K. Lamprou,28,Greece,RKC Waalwijk,69,69,775000,3000,GK,1100000.0,GK,2021.0,42.0,40.75,25.0,38.0,11.0,31.727272727272727,33.2,26.8,69.0
6093,M. Kieftenbeld,30,Netherlands,Birmingham City,69,69,875000,8000,"CDM, CM",1700000.0,SUB,2021.0,66.0,65.0,63.0,65.0,68.0,64.36363636363636,66.6,69.0,9.6
6094,Jorge Teixeira,33,Portugal,Sint-Truidense VV,69,69,500000,7000,CB,725000.0,SUB,2021.0,38.0,39.0,60.0,44.0,70.0,50.72727272727273,57.2,66.3,11.0
6095,H. Mier,30,Mexico,Guadalajara,69,69,850000,19000,CB,1400000.0,RCB,2021.0,59.0,43.0,57.0,58.0,69.0,55.63636363636363,59.8,67.4,11.8
6096,J. Knudsen,27,Denmark,Malmö FF,69,69,925000,4000,"LB, CB",1200000.0,LB,2023.0,70.0,44.0,62.0,63.0,65.0,58.27272727272727,63.6,68.7,12.4
6097,K. Drygas,28,Poland,Pogoń Szczecin,69,69,1000000,4000,"CM, CDM",1400000.0,LCM,2021.0,60.0,66.0,66.0,66.0,66.0,67.18181818181819,68.6,69.0,8.0
6098,Diogo Salomão,31,Portugal,Santa Clara,69,69,925000,4000,"LW, RW",1900000.0,SUB,2021.0,72.0,68.0,67.0,71.0,43.0,68.72727272727273,67.8,57.2,11.4
6099,B. Rienstra,30,Netherlands,Fortuna Sittard,69,69,975000,6000,"CM, CDM, CB",1400000.0,LCM,2023.0,66.0,63.0,64.0,67.0,66.0,67.0,68.2,68.2,13.6
6100,B. Bodin,28,Wales,Preston North End,69,69,1100000,14000,"RM, RW",2100000.0,RM,2021.0,78.0,66.0,63.0,75.0,47.0,68.18181818181819,66.6,56.5,7.8
6101,Douglas Vieira,32,Brazil,Sanfrecce Hiroshima,69,69,850000,6000,"ST, CF",1100000.0,RF,2021.0,63.0,70.0,62.0,64.0,28.0,67.36363636363636,64.4,49.6,12.6
6102,Isaac Cuenca,29,Spain,Vegalta Sendai,69,69,1000000,3000,"LM, RM",1300000.0,SUB,2021.0,74.0,64.0,65.0,75.0,33.0,68.0909090909091,65.4,49.3,11.8
6103,T. Ciğerci,28,Turkey,Fenerbahçe SK,69,69,1000000,27000,"CM, CDM, LM",1900000.0,LDM,2021.0,68.0,66.0,69.0,68.0,71.0,68.81818181818181,69.0,69.9,11.0
6104,S. Allan,28,Scotland,Hibernian,69,69,1100000,5000,CAM,1900000.0,SUB,2022.0,67.0,65.0,69.0,71.0,49.0,67.72727272727273,69.0,60.5,10.6
6105,A. La Mantia,29,Italy,Empoli,69,69,1100000,500,ST,2400000.0,SUB,2022.0,54.0,67.0,35.0,62.0,30.0,61.63636363636363,53.4,46.2,9.2
6106,M. Deplagne,28,France,FC Cincinnati,69,69,900000,4000,"RB, LB",1400000.0,CB,2022.0,58.0,28.0,62.0,52.0,69.0,51.72727272727273,59.2,68.9,10.2
6107,D. Tadić,30,Austria,TSV Hartberg,69,69,1000000,5000,ST,1500000.0,ST,2023.0,65.0,71.0,63.0,67.0,29.0,68.0909090909091,65.0,49.7,11.2
6108,S. Thern,27,Sweden,IFK Norrköping,69,69,1100000,4000,CM,1400000.0,LCM,2020.0,76.0,65.0,67.0,71.0,58.0,68.45454545454545,69.0,66.1,10.2
6109,Erik Morán,29,Spain,SD Ponferradina,69,69,900000,5000,"CDM, CM",1400000.0,LDM,2022.0,39.0,47.0,66.0,67.0,66.0,59.90909090909091,65.6,66.9,11.6
6110,R. Miyaichi,27,Japan,FC St. Pauli,69,69,1100000,9000,"RM, LM",1700000.0,SUB,2021.0,91.0,56.0,58.0,74.0,26.0,66.27272727272727,63.0,46.3,13.6
6111,D. Petratos,27,Australia,Al Wehda,69,69,1100000,12000,"CAM, RM",1800000.0,CAM,2023.0,79.0,68.0,67.0,72.0,47.0,69.18181818181819,68.8,60.8,10.4
6112,J. Meram,31,Iraq,Real Salt Lake,69,69,925000,4000,LM,1300000.0,LM,2024.0,70.0,68.0,65.0,71.0,58.0,69.0,68.4,64.6,9.6
6113,A. Gogia,28,Germany,1. FC Union Berlin,69,69,1100000,15000,"RW, RM, LW",2000000.0,SUB,2021.0,71.0,67.0,65.0,75.0,28.0,68.18181818181819,66.0,48.9,11.6
6114,S. Zoller,29,Germany,VfL Bochum 1848,69,69,1000000,9000,"RM, ST, LM",1600000.0,RM,2022.0,71.0,68.0,64.0,69.0,35.0,69.0,66.0,51.5,11.6
6115,T. Carroll,28,England,Queens Park Rangers,69,69,1000000,6000,"CM, CDM",1900000.0,LDM,2021.0,65.0,58.0,72.0,69.0,56.0,66.18181818181819,69.0,62.9,10.4
6116,D. Horgan,27,Republic of Ireland,Wycombe Wanderers,69,69,1100000,8000,"RW, LW, CAM",2000000.0,SUB,2022.0,85.0,62.0,64.0,73.0,32.0,67.63636363636364,64.8,49.6,10.8
6117,C. Râpă,30,Romania,Cracovia,69,69,825000,5000,RB,1100000.0,RB,2022.0,70.0,47.0,61.0,60.0,65.0,57.18181818181818,62.0,67.5,11.0
6118,E. Özbir,30,Turkey,Gençlerbirliği SK,69,69,700000,6000,GK,1400000.0,SUB,2021.0,29.5,35.25,19.25,31.5,15.333333333333334,24.181818181818183,23.8,26.6,67.8
6119,Han Kyo Won,30,Korea Republic,Jeonbuk Hyundai Motors,69,69,1000000,6000,RM,1300000.0,SUB,2020.0,88.0,65.0,62.0,71.0,57.0,68.72727272727273,67.2,64.4,10.4
6120,Kim Kee Hee,30,Korea Republic,Ulsan Hyundai FC,69,69,850000,4000,"CB, RB",1100000.0,RCB,2024.0,66.0,43.0,60.0,47.0,68.0,55.63636363636363,60.8,68.4,11.6
6121,M. Smith,31,England,Millwall,69,69,950000,8000,ST,1800000.0,SUB,2021.0,44.0,68.0,49.0,50.0,39.0,62.27272727272727,57.4,49.6,11.2
6122,A. Jóhannsson,29,United States,Hammarby IF,69,69,1100000,4000,ST,1400000.0,SUB,2022.0,68.0,69.0,62.0,70.0,36.0,68.63636363636364,66.8,51.0,12.0
6123,K. Aouadhi,34,Tunisia,Abha Club,69,69,400000,6000,CDM,660000.0,LDM,2021.0,56.0,57.0,63.0,63.0,66.0,61.90909090909091,65.8,68.8,11.8
6124,Y. Touzghar,33,Tunisia,ESTAC Troyes,69,69,650000,5000,ST,1100000.0,SUB,2022.0,72.0,69.0,58.0,69.0,24.0,67.9090909090909,63.4,46.8,12.4
6125,I. Šehić,31,Bosnia Herzegovina,Atiker Konyaspor,69,69,675000,6000,GK,1400000.0,SUB,2022.0,30.75,32.25,14.25,24.75,16.0,24.181818181818183,26.0,24.6,68.2
6126,A. Trajkovski,27,North Macedonia,RCD Mallorca,69,69,1100000,5000,"CAM, CF, ST",1800000.0,SUB,2023.0,73.0,69.0,65.0,75.0,26.0,69.0,66.0,47.0,12.0
6128,M. van Buren,27,Netherlands,SK Slavia Praha,69,69,1100000,500,"ST, RW",2400000.0,SUB,2021.0,81.0,65.0,61.0,70.0,31.0,69.0,64.8,51.2,11.4
6129,G. Mackay-Steven,29,Scotland,New York City FC,69,69,1000000,4000,"RM, LM",1500000.0,RM,2024.0,83.0,62.0,62.0,75.0,34.0,68.0909090909091,65.4,50.9,9.6
6130,M. Koné,28,Ivory Coast,KAS Eupen,69,69,1100000,7000,"ST, LW",1700000.0,SUB,2022.0,80.0,68.0,57.0,72.0,31.0,69.0,64.2,50.0,11.0
6131,K. Naismith,28,Scotland,Wigan Athletic,69,69,900000,3000,"LB, CB, LM",1600000.0,LM,2021.0,75.0,65.0,65.0,66.0,66.0,65.54545454545455,66.4,68.7,8.8
6132,Z. Tripić,27,Norway,Göztepe SK,69,69,1100000,13000,"LW, LM",2200000.0,LM,2021.0,81.0,68.0,65.0,71.0,41.0,69.0,66.6,56.7,12.0
6133,Nicolas,32,Brazil,Udinese,69,69,650000,6000,GK,1200000.0,SUB,2021.0,38.75,32.75,21.75,35.5,15.666666666666666,29.0,30.6,27.8,68.4
6134,D. Bulthuis,30,Netherlands,Ulsan Hyundai FC,69,69,850000,4000,"CB, LB",1100000.0,SUB,2020.0,50.0,30.0,46.0,40.0,67.0,43.45454545454545,48.8,64.7,12.6
6135,P. Ngawa,28,Belgium,Oud-Heverlee Leuven,69,69,900000,7000,"RB, CB, LB",1300000.0,SUB,2021.0,80.0,41.0,51.0,63.0,67.0,55.63636363636363,58.2,67.6,9.8
6136,Dener,28,Brazil,Portimonense SC,69,69,1000000,5000,"CM, RW, ST",2100000.0,RCM,2022.0,65.0,64.0,67.0,69.0,60.0,68.36363636363636,69.0,67.1,11.2
6137,C. Insaurralde,28,Argentina,Newell's Old Boys,69,69,1100000,8000,"LW, ST",1700000.0,SUB,2022.0,75.0,71.0,58.0,70.0,39.0,69.0,64.8,54.7,9.6
6138,Luís Martins,28,Portugal,Sporting Kansas City,69,69,900000,4000,LB,1400000.0,LB,2021.0,71.0,61.0,68.0,67.0,64.0,65.0,68.0,67.8,11.2
6139,E. Mathoho,30,South Africa,Kaizer Chiefs,69,69,850000,500,CB,1900000.0,LCB,2023.0,62.0,40.0,45.0,51.0,70.0,52.27272727272727,55.8,66.3,10.2
6140,C. Chávez,33,Argentina,Independiente,69,69,650000,10000,"ST, LW, RW",975000.0,SUB,2022.0,69.0,72.0,61.0,71.0,35.0,69.27272727272727,66.6,51.4,11.8
6141,Juan Cruz,27,Spain,CA Osasuna,69,69,925000,13000,"LB, LWB",1900000.0,SUB,2023.0,73.0,40.0,58.0,61.0,65.0,55.63636363636363,60.4,67.8,11.4
6142,N. Bitton,28,Israel,Celtic,69,69,925000,22000,"CB, CDM",1700000.0,SUB,2023.0,56.0,50.0,65.0,65.0,70.0,60.90909090909091,66.0,68.2,9.8
6143,Ko Kwang Min,31,Korea Republic,FC Seoul,69,69,925000,6000,"LM, RM",1200000.0,LM,2024.0,87.0,58.0,62.0,68.0,61.0,65.63636363636364,67.2,65.1,10.6
6144,C. Labrín,29,Chile,Audax Italiano,69,69,875000,3000,CB,1200000.0,RCB,2020.0,50.0,32.0,38.0,45.0,69.0,42.90909090909091,45.8,62.8,13.4
6145,Shim Dong Woon,30,Korea Republic,Pohang Steelers,69,69,1000000,4000,"LM, CM",1300000.0,SUB,2024.0,86.0,60.0,60.0,71.0,42.0,67.72727272727273,66.6,56.7,11.8
6146,L. Sadiku,28,Kosovo,Kasimpaşa SK,69,69,925000,7000,CDM,1800000.0,SUB,2022.0,47.0,57.0,59.0,60.0,68.0,59.27272727272727,63.8,66.7,13.0
6147,J. Gyau,27,United States,FC Cincinnati,69,69,1100000,5000,"LW, RW",1700000.0,RWB,2020.0,92.0,59.0,58.0,73.0,37.0,67.36363636363636,64.2,53.6,10.8
6148,B. Behrendt,28,Germany,DSC Arminia Bielefeld,69,69,925000,11000,"CB, CDM",1700000.0,SUB,2021.0,62.0,53.0,56.0,44.0,69.0,53.81818181818182,57.2,66.9,12.0
6149,T. Pettersson,30,Sweden,FC Cincinnati,69,69,850000,4000,"CB, LB",1300000.0,SUB,2024.0,52.0,53.0,56.0,57.0,66.0,59.27272727272727,61.4,66.7,8.6
6150,M. Eriksson,30,Sweden,Djurgårdens IF,69,69,1000000,4000,CAM,1300000.0,SUB,2023.0,51.0,69.0,71.0,67.0,51.0,68.36363636363636,69.6,62.9,10.8
6151,Dani Barrio,33,Spain,Málaga CF,69,69,575000,4000,GK,891000.0,GK,2022.0,48.25,34.25,18.5,30.0,19.0,29.454545454545453,29.4,31.6,68.2
6152,D. Furman,27,Poland,Gençlerbirliği SK,69,69,1100000,9000,"CM, CDM",2200000.0,SUB,2022.0,66.0,63.0,71.0,67.0,65.0,67.27272727272727,69.0,68.7,10.0
6154,J. Gastien,32,France,Clermont Foot 63,69,69,700000,3000,CDM,1200000.0,RDM,2021.0,62.0,63.0,63.0,71.0,64.0,66.63636363636364,68.6,68.1,10.2
6155,N. Al Abed,30,Saudi Arabia,Al Hilal,69,69,1000000,17000,"LM, RM, CAM",1700000.0,SUB,2021.0,70.0,70.0,69.0,72.0,45.0,69.18181818181819,67.8,57.2,11.0
6156,J. Al Hussien,37,Syria,Al Raed,69,69,350000,7000,CAM,578000.0,CAM,2021.0,56.0,64.0,72.0,71.0,51.0,67.18181818181819,69.0,60.8,8.0
6157,Y. Al Shehri,30,Saudi Arabia,Al Nassr,69,69,1000000,17000,"RM, LM, CAM",1700000.0,SUB,2021.0,67.0,65.0,70.0,73.0,34.0,67.9090909090909,67.8,52.4,13.2
6158,Éverton Luiz,32,Brazil,Real Salt Lake,69,69,700000,4000,"CDM, CM",1000000.0,RDM,2020.0,53.0,55.0,65.0,67.0,68.0,61.54545454545455,65.4,68.4,10.6
6159,A. Cadavid,34,Colombia,Independiente Medellín,69,69,400000,500,CB,860000.0,LCB,2021.0,34.0,39.0,48.0,43.0,68.0,44.90909090909091,47.6,61.8,10.4
6160,W. Bakhashwain,30,Saudi Arabia,Al Wehda,69,69,875000,11000,CDM,1400000.0,RDM,2023.0,63.0,45.0,61.0,67.0,67.0,61.63636363636363,65.8,68.4,11.0
6161,F. Malbašić,27,Serbia,Cádiz CF,69,69,1100000,14000,"ST, RM, LM",2400000.0,RES,2023.0,84.0,69.0,65.0,71.0,35.0,70.18181818181819,66.4,52.5,10.2
6162,Renato Santos,28,Portugal,Málaga CF,69,69,1100000,6000,"RM, LM, RW",1700000.0,SUB,2021.0,76.0,67.0,64.0,71.0,48.0,69.0,67.2,58.3,11.0
6163,D. Accam,29,Ghana,Nashville SC,69,69,1000000,4000,"LM, LW",1500000.0,SUB,2024.0,88.0,66.0,61.0,73.0,44.0,69.18181818181819,65.4,56.7,12.0
6164,A. Struna,29,Slovenia,Houston Dynamo,69,69,875000,4000,CB,1300000.0,RCB,2022.0,64.0,40.0,58.0,60.0,67.0,54.81818181818182,60.2,67.6,8.2
6165,Nono,29,Spain,CD Tenerife,69,69,1000000,6000,LM,1600000.0,SUB,2022.0,78.0,69.0,66.0,68.0,32.0,69.0,66.6,51.4,11.0
6166,M. Hartmann,32,Germany,SG Dynamo Dresden,69,69,675000,4000,"CB, CDM",979000.0,SUB,2021.0,44.0,56.0,54.0,52.0,69.0,56.90909090909091,59.6,66.4,13.4
6167,C. Cisneros,26,Mexico,Deportivo Toluca,69,69,1100000,10000,"LM, RM, LB",1900000.0,LWB,2022.0,72.0,66.0,64.0,70.0,45.0,68.72727272727273,66.6,56.6,10.2
6168,J. Mombris,32,Madagascar,Grenoble Foot 38,69,69,650000,3000,LB,1100000.0,LB,2023.0,74.0,37.0,56.0,63.0,64.0,57.36363636363637,60.6,67.2,10.8
6169,K. Nagai,31,Japan,FC Tokyo,69,69,950000,6000,ST,1200000.0,ST,2021.0,93.0,66.0,63.0,66.0,41.0,69.18181818181819,67.6,57.3,11.6
6170,S. Michel,29,Germany,SC Paderborn 07,69,69,1100000,11000,"ST, LM",1800000.0,LS,2021.0,76.0,70.0,62.0,70.0,27.0,69.0,65.4,49.8,10.2
6171,J. Marié,28,France,Dijon FCO,69,69,1000000,8000,"CM, CDM",2000000.0,RCM,2022.0,51.0,55.0,66.0,71.0,65.0,65.0909090909091,68.6,68.2,11.2
6173,S. Montoya,28,Colombia,Millonarios FC,69,69,1100000,3000,"CAM, LM, CM",1500000.0,SUB,2020.0,70.0,64.0,69.0,72.0,39.0,67.9090909090909,67.8,52.9,12.6
6174,S. O'Donnell,28,Scotland,Motherwell,69,69,900000,4000,RB,1600000.0,RB,2021.0,73.0,49.0,61.0,66.0,65.0,61.18181818181818,64.8,68.7,12.0
6175,J. Cornejo,29,Chile,Universidad Católica,69,69,875000,500,LB,1900000.0,SUB,2021.0,75.0,57.0,63.0,65.0,67.0,64.27272727272727,64.8,68.4,10.2
6176,B. Acosta,33,Costa Rica,SK Brann,69,69,500000,3000,"CB, CDM",625000.0,RCB,2021.0,39.0,45.0,45.0,51.0,68.0,49.36363636363637,52.2,64.1,10.2
6177,J. Cuadrado,35,Colombia,Atlético Nacional,69,69,275000,1000,GK,385000.0,GK,2020.0,46.75,40.5,24.25,40.0,19.0,34.45454545454545,36.2,31.9,68.6
6178,L. Murillo,29,Colombia,HJK Helsinki,69,69,875000,500,LB,1900000.0,LB,2021.0,76.0,61.0,61.0,66.0,66.0,65.0,64.8,68.2,10.4
6179,R. Pérez,30,Colombia,Club Atlético Talleres,69,69,850000,7000,CB,1300000.0,LCB,2020.0,53.0,38.0,47.0,58.0,68.0,51.72727272727273,54.4,64.8,10.0
6180,L. Pico,28,Colombia,Junior FC,69,69,925000,500,CDM,2000000.0,LCM,2020.0,58.0,45.0,64.0,65.0,63.0,60.63636363636363,66.4,67.7,9.2
6181,J. Delgado,27,Chile,Club Necaxa,69,69,1100000,7000,"RM, LM",1800000.0,SUB,2023.0,76.0,63.0,62.0,71.0,41.0,68.72727272727273,66.0,54.9,10.8
6182,C. Vilches,36,Chile,Unión La Calera,69,69,210000,1000,CB,284000.0,CB,2025.0,37.0,40.0,49.0,55.0,70.0,49.63636363636363,54.8,64.4,9.0
6183,J. Arboleda,30,Colombia,Deportivo Pasto,69,69,825000,1000,RB,1100000.0,RB,2020.0,78.0,40.0,62.0,65.0,64.0,60.63636363636363,64.8,68.4,10.6
6184,A. Rodríguez,31,Colombia,Deportivo Cali,69,69,950000,2000,ST,1300000.0,ST,2025.0,72.0,66.0,52.0,66.0,32.0,67.18181818181819,62.4,50.0,10.4
6185,R. Torres,34,Panama,Inter Miami,69,69,400000,4000,CB,600000.0,SUB,2020.0,40.0,53.0,47.0,41.0,68.0,50.45454545454545,52.2,63.4,9.4
6186,M. Duarte,28,Colombia,Defensa y Justicia,69,69,900000,7000,LB,1400000.0,SUB,2021.0,80.0,67.0,66.0,71.0,63.0,68.0,68.4,67.5,12.8
6187,O. Benítez,27,Argentina,Delfín SC,69,69,1100000,500,"RM, LM, ST",2400000.0,CAM,2021.0,78.0,63.0,65.0,71.0,57.0,68.54545454545455,68.4,64.9,10.6
6188,R. Fernández,29,Chile,Al Fayha,69,69,1100000,12000,ST,1800000.0,SUB,2021.0,68.0,71.0,63.0,67.0,25.0,68.54545454545455,66.0,47.7,11.0
6189,F. Cordero,32,Chile,Unión La Calera,69,69,650000,2000,LB,878000.0,LWB,2025.0,73.0,58.0,65.0,67.0,62.0,65.45454545454545,67.4,67.2,11.2
6190,D. Rodríguez,31,Argentina,Defensa y Justicia,69,69,675000,6000,GK,1000000.0,SUB,2021.0,43.5,40.0,24.75,33.5,18.0,31.181818181818183,32.6,30.0,68.6
6191,J. Burrai,29,Argentina,Barcelona Sporting Club,69,69,750000,500,GK,1600000.0,GK,2023.0,36.75,39.0,20.25,31.25,18.666666666666668,27.90909090909091,28.4,27.8,69.0
6192,F. Milo,28,Argentina,Arsenal de Sarandí,69,69,900000,5000,"LB, LM",1300000.0,SUB,2021.0,79.0,60.0,64.0,75.0,63.0,69.0,68.4,68.7,10.4
6193,M. Urruti,29,Argentina,Montreal Impact,69,69,1100000,5000,"CF, ST",1600000.0,SUB,2020.0,73.0,65.0,63.0,73.0,57.0,68.81818181818181,69.0,64.6,10.6
